Series_Title,Released_Year,Runtime,IMDB_Rating,Overview,Meta_score,No_of_Votes,Gross,overview_tokens,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Cert_16,Cert_A,Cert_Approved,Cert_G,Cert_GP,Cert_PG,Cert_PG-13,Cert_Passed,Cert_R,Cert_TV-14,Cert_TV-MA,Cert_TV-PG,Cert_U,Cert_U/A,Cert_UA,Cert_Unrated,Director_Group,Star1_Group,Star2_Group,Star3_Group,Star4_Group
Mustang,2015.0,97,7.6,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",83.0,35785,"845,464","['orphan', 'girl', 'see', 'innocently', 'play', 'boy', 'beach', 'scandalize', 'conservative', 'guardian', 'confine', 'force', 'marriage', 'arrange']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Guardians of the Galaxy Vol. 2,2017.0,136,7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",67.0,569974,"389,813,101","['guardians', 'struggle', 'team', 'deal', 'personal', 'family', 'issue', 'notably', 'star', 'lord', 'encounter', 'father', 'ambitious', 'celestial', 'ego']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,1
Baby Driver,2017.0,113,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",86.0,439406,"107,825,862","['coerce', 'work', 'crime', 'boss', 'young', 'getaway', 'driver', 'find', 'take', 'heist', 'doom', 'fail']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
Only the Brave,2017.0,134,7.6,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",72.0,58371,"18,340,051","['base', 'true', 'story', 'granite', 'mountain', 'hotshots', 'group', 'elite', 'firefighter', 'risk', 'protect', 'town', 'historic', 'wildfire']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
Bridge of Spies,2015.0,142,7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",81.0,287659,"72,313,754","['cold', 'war', 'american', 'lawyer', 'recruit', 'defend', 'arrest', 'soviet', 'spy', 'court', 'help', 'cia', 'facilitate', 'exchange', 'spy', 'soviet', 'capture', 'american', 'spy', 'plane', 'pilot', 'francis', 'gary', 'powers']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,0,0,0
Incredibles 2,2018.0,118,7.6,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,80.0,250057,"608,581,744","['incredibles', 'family', 'take', 'new', 'mission', 'involve', 'change', 'family', 'role', 'bob', 'parr', 'incredible', 'manage', 'house', 'wife', 'helen', 'elastigirl', 'go', 'save', 'world']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,0,0,0
Moana,2016.0,107,7.6,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",81.0,272784,"248,757,044","['ancient', 'polynesia', 'terrible', 'curse', 'incur', 'demigod', 'maui', 'reach', 'moana', 'island', 'answer', 'ocean', 'seek', 'demigod', 'set', 'thing', 'right']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0
Sicario,2015.0,121,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,82.0,371291,"46,889,293","['idealistic', 'fbi', 'agent', 'enlist', 'government', 'task', 'force', 'aid', 'escalate', 'war', 'drug', 'border', 'area', 'mexico']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,2,0
Creed,2015.0,133,7.6,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",82.0,247666,"109,767,581","['world', 'heavyweight', 'champion', 'rocky', 'balboa', 'serve', 'trainer', 'mentor', 'adonis', 'johnson', 'son', 'late', 'friend', 'rival', 'apollo', 'creed']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Leviafan,2014.0,140,7.6,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",92.0,49397,"1,092,800","['russian', 'coastal', 'town', 'kolya', 'force', 'fight', 'corrupt', 'mayor', 'tell', 'house', 'demolish', 'recruit', 'lawyer', 'friend', 'help', 'man', 'arrival', 'bring', 'misfortune', 'kolya', 'family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Hell or High Water,2016.0,102,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,88.0,204175,"26,862,450","['divorced', 'father', 'ex', 'con', 'old', 'brother', 'resort', 'desperate', 'scheme', 'order', 'save', 'family', 'ranch', 'west', 'texas']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Philomena,2013.0,98,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",77.0,94212,"37,707,719","['world', 'weary', 'political', 'journalist', 'pick', 'story', 'woman', 'search', 'son', 'take', 'away', 'decade', 'ago', 'pregnant', 'force', 'live', 'convent']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Dawn of the Planet of the Apes,2014.0,130,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,79.0,411599,"208,545,589","['grow', 'nation', 'genetically', 'evolve', 'ape', 'lead', 'caesar', 'threaten', 'band', 'human', 'survivor', 'devastating', 'virus', 'unleash', 'decade', 'early']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
El cuerpo,2012.0,112,7.6,A detective searches for the body of a femme fatale which has gone missing from a morgue.,77.83887711864406,57549,16097859.8,"['detective', 'search', 'body', 'femme', 'fatale', 'go', 'miss', 'morgue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0
Serbuan maut,2011.0,101,7.6,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,73.0,190531,"4,105,123","['team', 'trap', 'tenement', 'run', 'ruthless', 'mobster', 'army', 'killer', 'thug']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0
End of Watch,2012.0,109,7.6,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",68.0,228132,"41,003,371","['shot', 'documentary', 'style', 'film', 'follow', 'daily', 'grind', 'young', 'police', 'officer', 'la', 'partner', 'friend', 'happen', 'meet', 'criminal', 'force', 'great']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0
Kari-gurashi no Arietti,2010.0,94,7.6,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",80.0,80939,"19,202,743","['clock', 'family', 'inch', 'tall', 'people', 'live', 'anonymously', 'family', 'residence', 'borrow', 'simple', 'item', 'home', 'life', 'change', 'clock', 'teenage', 'daughter', 'arrietty', 'discover']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0
A Star Is Born,2018.0,136,7.6,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,88.0,334312,"215,288,866","['musician', 'help', 'young', 'singer', 'find', 'fame', 'age', 'alcoholism', 'send', 'career', 'downward', 'spiral']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
True Grit,2010.0,110,7.6,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,80.0,311822,"171,243,005","['stubborn', 'teenager', 'enlist', 'help', 'tough', 'marshal', 'track', 'father', 'murderer']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,2,0,0
Hævnen,2010.0,118,7.6,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",65.0,38491,"1,008,098","['life', 'danish', 'family', 'cross', 'extraordinary', 'risky', 'friendship', 'come', 'bud', 'loneliness', 'frailty', 'sorrow', 'lie', 'wait']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Despicable Me,2010.0,95,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",72.0,500851,"251,513,985","['criminal', 'mastermind', 'use', 'trio', 'orphan', 'girl', 'pawn', 'grand', 'scheme', 'find', 'love', 'profoundly', 'change', 'well']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0
50/50,2011.0,100,7.6,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",72.0,315426,"35,014,192","['inspire', 'true', 'story', 'comedy', 'center', 'year', 'old', 'guy', 'learn', 'cancer', 'diagnosis', 'subsequent', 'struggle', 'beat', 'disease']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1
Kick-Ass,2010.0,117,7.6,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",66.0,524081,"48,071,303","['dave', 'lizewski', 'unnoticed', 'high', 'school', 'student', 'comic', 'book', 'fan', 'day', 'decide', 'superhero', 'power', 'training', 'meaningful', 'reason']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
Celda 211,2009.0,113,7.6,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",75.72966250273943,63882,16008005.8,"['story', 'man', 'different', 'side', 'prison', 'riot', 'inmate', 'lead', 'rebellion', 'young', 'guard', 'trap', 'revolt', 'pose', 'prisoner', 'desperate', 'attempt', 'survive', 'ordeal']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
Moneyball,2011.0,133,7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,87.0,369529,"75,605,492","['oakland', 'general', 'manager', 'billy', 'beane', 'successful', 'attempt', 'assemble', 'baseball', 'team', 'lean', 'budget', 'employ', 'computer', 'generate', 'analysis', 'acquire', 'new', 'player']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,4,4,0,1
La piel que habito,2011.0,120,7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",70.0,138959,"3,185,812","['brilliant', 'plastic', 'surgeon', 'haunt', 'past', 'tragedy', 'create', 'type', 'synthetic', 'skin', 'withstand', 'kind', 'damage', 'guinea', 'pig', 'mysterious', 'volatile', 'woman', 'hold', 'key', 'obsession']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Zombieland,2009.0,88,7.6,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",73.0,520041,"75,590,286","['shy', 'student', 'try', 'reach', 'family', 'ohio', 'gun', 'tote', 'tough', 'guy', 'try', 'find', 'twinkie', 'pair', 'sister', 'try', 'amusement', 'park', 'join', 'force', 'travel', 'zombie', 'fill', 'america']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0
Die Welle,2008.0,107,7.6,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,77.47599105854391,102742,14837792.3,"['high', 'school', 'teacher', 'experiment', 'demonstrate', 'student', 'life', 'like', 'dictatorship', 'spin', 'horribly', 'control', 'form', 'social', 'unit', 'life']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0
Sherlock Holmes,2009.0,128,7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,57.0,583158,"209,028,679","['detective', 'sherlock', 'holmes', 'stalwart', 'partner', 'watson', 'engage', 'battle', 'wit', 'brawn', 'nemesis', 'plot', 'threat', 'england']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,1,0,1,0
The Blind Side,2009.0,129,7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",53.0,293266,"255,959,475","['story', 'michael', 'oher', 'homeless', 'traumatized', 'boy', 'american', 'football', 'player', 'round', 'nfl', 'draft', 'pick', 'help', 'care', 'woman', 'family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0
The Visitor,2007.0,104,7.6,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,79.0,41544,"9,422,422","['college', 'professor', 'travel', 'new', 'york', 'city', 'attend', 'conference', 'find', 'young', 'couple', 'live', 'apartment']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Seven Pounds,2008.0,123,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,36.0,286770,"69,951,824","['man', 'fateful', 'secret', 'embark', 'extraordinary', 'journey', 'redemption', 'forever', 'change', 'life', 'seven', 'stranger']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0
Eastern Promises,2007.0,100,7.6,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,82.0,227760,"17,114,882","['teenager', 'die', 'childbirth', 'leave', 'clue', 'journal', 'tie', 'child', 'rape', 'involve', 'violent', 'russian', 'mob', 'family']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,4,0,0
Stardust,2007.0,127,7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",66.0,255036,"38,634,938","['countryside', 'town', 'border', 'magical', 'land', 'young', 'man', 'make', 'promise', 'beloved', 'retrieve', 'fall', 'star', 'venture', 'magical', 'realm']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0
The Secret of Kells,2009.0,71,7.6,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",81.0,31779,"686,383","['young', 'boy', 'remote', 'medieval', 'outpost', 'siege', 'barbarian', 'raid', 'beckon', 'adventure', 'celebrated', 'master', 'illuminator', 'arrive', 'ancient', 'book', 'brim', 'secret', 'wisdom', 'power']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0
Inside Man,2006.0,129,7.6,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",76.0,339757,"88,513,495","['police', 'detective', 'bank', 'robber', 'high', 'power', 'broker', 'enter', 'high', 'stake', 'negotiation', 'criminal', 'brilliant', 'heist', 'spiral', 'hostage', 'situation']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,2
Gone Baby Gone,2007.0,114,7.6,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",72.0,250590,"20,300,218","['boston', 'area', 'detective', 'investigate', 'little', 'girl', 'kidnapping', 'ultimately', 'turn', 'crisis', 'professionally', 'personally']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,3,2,0,0
La Vie En Rose,2007.0,140,7.6,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",66.0,82781,"10,301,706","['biopic', 'iconic', 'french', 'singer', 'édith', 'piaf', 'raise', 'grandmother', 'brothel', 'discover', 'singe', 'street', 'corner', 'age', 'despite', 'success', 'piaf', 'life', 'fill', 'tragedy']",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Huo Yuan Jia,2006.0,104,7.6,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",70.0,72863,"24,633,730","['biography', 'chinese', 'martial', 'arts', 'master', 'huo', 'yuanjia', 'founder', 'spiritual', 'guru', 'jin', 'wu', 'sports', 'federation']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0
The Illusionist,2006.0,110,7.6,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",68.0,354728,"39,868,642","['turn', 'century', 'vienna', 'magician', 'use', 'ability', 'secure', 'love', 'woman', 'far', 'social', 'standing']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0
Dead Man's Shoes,2004.0,90,7.6,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,52.0,49728,"6,013","['disaffect', 'soldier', 'return', 'hometown', 'thug', 'brutalize', 'mentally', 'challenge', 'brother', 'year', 'ago']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Harry Potter and the Half-Blood Prince,2009.0,153,7.6,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",78.0,474827,"301,959,197","['harry', 'potter', 'begin', 'sixth', 'year', 'hogwarts', 'discover', 'old', 'book', 'mark', 'property', 'half', 'blood', 'prince', 'begin', 'learn', 'lord', 'voldemort', 'dark', 'past']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,2
300,2006.0,117,7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,52.0,732876,"210,614,939","['king', 'leonidas', 'sparta', 'force', 'man', 'fight', 'persians', 'thermopylae']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Match Point,2005.0,124,7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",72.0,206294,"23,089,926","['turning', 'point', 'life', 'tennis', 'pro', 'fall', 'actress', 'happen', 'date', 'friend', 'soon', 'brother', 'law']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0
Watchmen,2009.0,162,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",56.0,500799,"107,509,799","['superhero', 'exist', 'murder', 'colleague', 'send', 'active', 'vigilante', 'rorschach', 'sprawl', 'investigation', 'uncover', 'completely', 'change', 'course', 'history', 'know']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0
Lord of War,2005.0,122,7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,62.0,294140,"24,149,632","['arm', 'dealer', 'confront', 'morality', 'work', 'chase', 'interpol', 'agent']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0
Saw,2004.0,103,7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",46.0,379020,"56,000,369","['stranger', 'awaken', 'room', 'recollection', 'get', 'soon', 'discover', 'pawn', 'deadly', 'game', 'perpetrate', 'notorious', 'serial', 'killer']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0
"Synecdoche, New York",2008.0,124,7.6,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",67.0,83158,"3,081,925","['theatre', 'director', 'struggle', 'work', 'woman', 'life', 'create', 'life', 'size', 'replica', 'new', 'york', 'city', 'inside', 'warehouse', 'new', 'play']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Mysterious Skin,2004.0,105,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",73.0,65939,"697,181","['teenage', 'hustler', 'young', 'man', 'obsess', 'alien', 'abduction', 'cross', 'path', 'discover', 'horrible', 'liberate', 'truth']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,3,0,0
Jeux d'enfants,2003.0,93,7.6,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",45.0,67360,"548,707","['adult', 'good', 'friend', 'julien', 'sophie', 'continue', 'odd', 'game', 'start', 'child', 'fearless', 'competition', 'outdo', 'daring', 'outrageous', 'stunt', 'act', 'relieve', 'pain', 'game', 'way', 'avoid', 'fact', 'truly', 'mean']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
Un long dimanche de fiançailles,2004.0,133,7.6,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",76.0,70925,"6,167,817","['tell', 'story', 'young', 'woman', 'relentless', 'search', 'fiancé', 'disappear', 'trench', 'somme', 'world', 'war']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,0,0,0
The Station Agent,2003.0,89,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",81.0,67370,"5,739,376","['friend', 'die', 'man', 'bear', 'dwarfism', 'move', 'rural', 'new', 'jersey', 'live', 'life', 'solitude', 'meet', 'chatty', 'hot', 'dog', 'vendor', 'woman', 'deal', 'personal', 'loss']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0
21 Grams,2003.0,124,7.6,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",70.0,224545,"16,290,476","['freak', 'accident', 'bring', 'critically', 'ill', 'mathematician', 'grieve', 'mother', 'bear', 'ex', 'con']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0
Boksuneun naui geot,2002.0,129,7.6,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",56.0,62659,"45,289","['recently', 'lay', 'factory', 'worker', 'kidnap', 'boss', 'friend', 'daughter', 'hope', 'use', 'ransom', 'money', 'pay', 'sister', 'kidney', 'transplant']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,3,0,0,0
